"","ID","living_standard_compare_neighbor","living_standard_compare_county","income1","income2","cash_at_home","deposit"
"1","094004126001",NA,NA,NA,3000,NA,NA
"2","094004126002",NA,NA,NA,2000,NA,10000
"3","094004113002","1 Much Better","2 A Little Better",NA,1020,400,NA
"4","094004103001","3 About The Same","3 About The Same",NA,NA,2000,1e+05
"5","094004111002","3 About The Same","3 About The Same",NA,NA,3500,90000
"6","094004111001","3 About The Same","3 About The Same",NA,NA,3500,90000
"7","094004105001","3 About The Same","3 About The Same",NA,NA,300,0
"8","094004105002",NA,NA,NA,NA,NA,NA
"9","094004110001","5 Much Worse","5 Much Worse",NA,NA,10000,20000
"10","094004110002","5 Much Worse","5 Much Worse",NA,NA,10000,20000
"11","094004115001","3 About The Same","6 I Do Not Know",NA,NA,3000,80000
"12","094004115002","3 About The Same","6 I Do Not Know",NA,NA,3000,0
"13","094004108001","3 About The Same","4 A Little Worse",NA,NA,NA,NA
"14","094004112001","5 Much Worse","5 Much Worse",NA,NA,3000,20000
"15","094004112002","4 A Little Worse","4 A Little Worse",NA,1400,3000,20000
"16","094004106001","3 About The Same","4 A Little Worse",NA,NA,150,30000
"17","094004128001",NA,NA,NA,NA,3000,NA
"18","094004128002",NA,NA,NA,NA,NA,NA
"19","094004118001","3 About The Same","5 Much Worse",NA,NA,1500,0
"20","094004118002","4 A Little Worse","5 Much Worse",NA,NA,1500,0
"21","094004123002",NA,NA,NA,NA,NA,NA
"22","094004123001",NA,NA,NA,1700,NA,NA
"23","094004101002","6 I Do Not Know","6 I Do Not Know",NA,NA,NA,NA
"24","094004104002","3 About The Same","3 About The Same",NA,NA,2000,23000
"25","094004104001","2 A Little Better","3 About The Same",NA,NA,NA,0
"26","094004120001","4 A Little Worse","5 Much Worse",NA,NA,500,0
"27","094004120002","5 Much Worse","5 Much Worse",NA,NA,500,20000
"28","094004121001","3 About The Same","3 About The Same",NA,NA,300,2e+05
"29","094004121002","3 About The Same","5 Much Worse",NA,NA,300,2e+05
"30","094004119002","3 About The Same","3 About The Same",NA,NA,200,2e+05
"31","094004122001","1 Much Better","3 About The Same",NA,NA,1000,150000
"32","094004122002","3 About The Same","3 About The Same",NA,NA,1000,150000
"33","094004109001","4 A Little Worse","3 About The Same",NA,NA,300,80000
"34","094004109002","3 About The Same","3 About The Same",NA,900,400,180000
"35","094004116001","3 About The Same","6 I Do Not Know",NA,NA,3000,0
"36","094004116002","6 I Do Not Know","3 About The Same",NA,NA,3000,NA
"37","094004117002","6 I Do Not Know","3 About The Same",NA,NA,25000,NA
"38","094004117001","6 I Do Not Know","4 A Little Worse",NA,NA,25000,1e+05
"39","094004107001","3 About The Same","3 About The Same",NA,NA,10000,101
"40","094004310002",NA,NA,NA,NA,NA,NA
"41","094004301001","5 Much Worse","3 About The Same",NA,NA,3000,3e+05
"42","094004301003",NA,NA,NA,NA,3000,0
"43","094004302002",NA,NA,NA,NA,NA,NA
"44","094004302001",NA,NA,NA,NA,NA,NA
"45","094004308001","5 Much Worse","6 I Do Not Know",NA,NA,2500,30000
"46","094004303001","3 About The Same","2 A Little Better",NA,NA,5000,2e+05
"47","094004303002","3 About The Same","2 A Little Better",NA,NA,5000,2e+05
"48","094004312002",NA,NA,NA,NA,1000,NA
"49","094004311002",NA,NA,NA,NA,NA,NA
"50","094004311001",NA,NA,NA,NA,2000,NA
"51","094004306002",NA,NA,NA,NA,NA,NA
"52","094004306001","3 About The Same","3 About The Same",NA,6000,2000,125000
"53","094004309001","5 Much Worse","4 A Little Worse",NA,NA,1000,20000
"54","094004219001","4 A Little Worse","5 Much Worse",NA,NA,4000,30000
"55","094004219002","4 A Little Worse","4 A Little Worse",NA,NA,300,0
"56","094004220002","6 I Do Not Know","3 About The Same",NA,NA,1500,5e+05
"57","094004220001","3 About The Same","3 About The Same",NA,NA,1500,5e+05
"58","094004210002","4 A Little Worse","5 Much Worse",NA,3100,500,0
"59","094004210001","4 A Little Worse","4 A Little Worse",NA,NA,5000,2e+05
"60","094004215002","4 A Little Worse","3 About The Same",NA,NA,3000,0
"61","094004215001","4 A Little Worse","5 Much Worse",NA,NA,3000,0
"62","094004217001","6 I Do Not Know","3 About The Same",NA,NA,5000,20000
"63","094004201001","3 About The Same","3 About The Same",NA,1300,NA,NA
"64","094004201002","2 A Little Better","2 A Little Better",NA,4000,4000,0
"65","094004209002",NA,NA,NA,NA,NA,NA
"66","094004209001",NA,NA,NA,NA,NA,NA
"67","094004213001","1 Much Better","3 About The Same",NA,NA,2000,50000
"68","094004213002","3 About The Same","3 About The Same",NA,NA,2000,50000
"69","094004208002","3 About The Same","3 About The Same",NA,NA,1000,2e+05
"70","094004208001",NA,NA,NA,NA,NA,NA
"71","094004223002",NA,NA,NA,NA,500,NA
"72","094004223001",NA,NA,NA,NA,2500,3e+05
"73","094004214002","2 A Little Better","3 About The Same",NA,12000,5000,1e+05
"74","094004214001","3 About The Same","3 About The Same",NA,5000,5000,1e+05
"75","094004216002","3 About The Same","4 A Little Worse",NA,NA,8000,100
"76","094004216001","3 About The Same","5 Much Worse",NA,NA,8000,36000
"77","094004204001",NA,NA,NA,NA,NA,NA
"78","094004204002","3 About The Same","3 About The Same",NA,NA,2000,1e+05
"79","094004212002","3 About The Same","5 Much Worse",NA,NA,1e+05,1e+05
"80","094004212001",NA,NA,NA,NA,NA,NA
"81","094004222001","1 Much Better","1 Much Better",NA,NA,30000,4e+05
"82","094004206002","3 About The Same","3 About The Same",NA,NA,1000,130000
"83","094004206001","3 About The Same","3 About The Same",NA,NA,1000,130000
"84","194037216001","6 I Do Not Know","5 Much Worse",NA,NA,NA,NA
"85","194037216002","3 About The Same","5 Much Worse",NA,NA,3000,0
"86","194037217001","4 A Little Worse","3 About The Same",NA,2500,5000,0
"87","194037217002",NA,NA,NA,NA,NA,NA
"88","194037205001","6 I Do Not Know","6 I Do Not Know",NA,NA,500,10000
"89","194037205002","6 I Do Not Know","6 I Do Not Know",NA,NA,500,0
"90","194037221002",NA,NA,NA,NA,30000,5e+05
"91","194037221001",NA,NA,NA,NA,30000,5e+05
"92","194037203001","3 About The Same","3 About The Same",NA,NA,NA,NA
"93","194037203002","3 About The Same","6 I Do Not Know",NA,NA,NA,0
"94","194037223002",NA,NA,NA,NA,NA,NA
"95","194037223001",NA,NA,NA,NA,NA,NA
"96","194037222001",NA,NA,NA,NA,NA,NA
"97","194037222002",NA,NA,NA,NA,NA,NA
"98","194037215002","3 About The Same","3 About The Same",NA,NA,6000,2e+05
"99","194037215001","3 About The Same","3 About The Same",NA,NA,6000,2e+05
"100","194037201001",NA,NA,NA,NA,NA,NA
"101","194037219001","6 I Do Not Know","3 About The Same",NA,NA,4500,50000
"102","194037219002","3 About The Same","4 A Little Worse",NA,NA,5000,50000
"103","194037214002","3 About The Same","2 A Little Better",NA,NA,5000,0
"104","194037214001",NA,NA,NA,NA,NA,NA
"105","194037206002","3 About The Same","3 About The Same",NA,NA,500,NA
"106","194037206001","4 A Little Worse","4 A Little Worse",NA,1900,1000,0
"107","194037204001","3 About The Same","4 A Little Worse",NA,NA,900,1e+05
"108","194037204002",NA,NA,NA,NA,NA,NA
"109","194037220001",NA,NA,NA,NA,1500,0
"110","194037220002",NA,NA,NA,NA,NA,NA
"111","194037211002",NA,NA,NA,NA,NA,NA
"112","194037211001","4 A Little Worse","4 A Little Worse",NA,NA,NA,NA
"113","194037333002","1 Much Better","4 A Little Worse",NA,NA,1000,0
"114","194037333001","3 About The Same","4 A Little Worse",NA,NA,1000,0
"115","194037342002",NA,NA,60000,NA,1e+05,4e+05
"116","194037301002","4 A Little Worse","5 Much Worse",NA,NA,400,0
"117","194037301001","3 About The Same","5 Much Worse",NA,NA,500,0
"118","194037311002","4 A Little Worse","4 A Little Worse",NA,2400,3000,0
"119","194037311001","3 About The Same","3 About The Same",NA,NA,NA,0
"120","194037310001","3 About The Same","6 I Do Not Know",20000,NA,NA,NA
"121","194037310002","3 About The Same","3 About The Same",NA,2000,300,0
"122","194037329001","3 About The Same","3 About The Same",NA,NA,200,0
"123","194037316001","3 About The Same","3 About The Same",NA,3000,3000,35000
"124","194037316002","3 About The Same","3 About The Same",NA,NA,3000,35000
"125","194037314001",NA,NA,NA,5000,300,0
"126","194037314002","4 A Little Worse","2 A Little Better",NA,NA,2000,0
"127","194037323001",NA,NA,NA,NA,NA,NA
"128","194037321002","6 I Do Not Know","4 A Little Worse",NA,NA,2000,0
"129","194037321001","2 A Little Better","4 A Little Worse",NA,NA,3000,0
"130","194037306001","4 A Little Worse","5 Much Worse",NA,NA,500,10000
"131","194037306002","3 About The Same","4 A Little Worse",NA,1300,500,10000
"132","194037325002",NA,NA,NA,NA,NA,NA
"133","194037325001","3 About The Same","6 I Do Not Know",NA,2300,1000,NA
"134","194037308001","4 A Little Worse","5 Much Worse",NA,NA,300,0
"135","194037307001","3 About The Same","3 About The Same",NA,3000,200,500
"136","194037307002","5 Much Worse","5 Much Worse",NA,1300,NA,0
"137","194037340001",NA,NA,NA,NA,NA,NA
"138","194037328001","2 A Little Better","5 Much Worse",NA,NA,500,0
"139","194037324001",NA,NA,NA,NA,NA,NA
"140","194037324002","3 About The Same","6 I Do Not Know",NA,NA,300,0
"141","194037302002",NA,NA,NA,NA,NA,NA
"142","194037302001",NA,NA,NA,NA,NA,NA
"143","194037304001","5 Much Worse","6 I Do Not Know",NA,4500,3000,10000
"144","194037304002","3 About The Same","6 I Do Not Know",NA,2000,2000,0
"145","194037335002","2 A Little Better","4 A Little Worse",NA,3900,3900,0
"146","194037335001","3 About The Same","5 Much Worse",NA,NA,0,0
"147","194037327002","3 About The Same","6 I Do Not Know",30000,NA,NA,NA
"148","194037327001","3 About The Same","6 I Do Not Know",NA,NA,0,0
"149","194037330002","3 About The Same","1 Much Better",NA,1400,2000,0
"150","194037330001","3 About The Same","3 About The Same",NA,NA,2000,0
"151","194037336001","3 About The Same","3 About The Same",NA,NA,2000,0
"152","194037336002","3 About The Same","3 About The Same",NA,NA,0,0
"153","194037338001","5 Much Worse","3 About The Same",NA,NA,5000,1e+05
"154","194037338002","3 About The Same","5 Much Worse",NA,NA,5000,0
"155","194037334001","5 Much Worse","5 Much Worse",NA,2200,400,0
"156","194037334002","6 I Do Not Know","6 I Do Not Know",NA,NA,NA,0
"157","194037303001",NA,NA,NA,NA,NA,NA
"158","194037331001",NA,NA,NA,NA,NA,NA
"159","194037312001","3 About The Same","4 A Little Worse",NA,NA,1000,10000
"160","194037305001","4 A Little Worse","5 Much Worse",NA,2000,500,0
"161","064028306002","2 A Little Better","3 About The Same",NA,1200,2000,60000
"162","064028306001",NA,NA,NA,NA,NA,NA
"163","064028313002","4 A Little Worse","4 A Little Worse",NA,NA,500,0
"164","064028316002",NA,NA,NA,NA,2000,0
"165","064028316001",NA,NA,NA,NA,NA,NA
"166","064028307001","6 I Do Not Know","3 About The Same",NA,750,6000,30000
"167","064028315002","6 I Do Not Know","6 I Do Not Know",NA,NA,6000,0
"168","064028315001","6 I Do Not Know","6 I Do Not Know",NA,NA,2000,1e+05
"169","064028314002",NA,NA,NA,NA,NA,NA
"170","064028314001","3 About The Same","3 About The Same",NA,NA,1000,0
"171","064028311001","3 About The Same","3 About The Same",NA,3000,4000,50000
"172","064028311002",NA,NA,NA,NA,NA,NA
"173","064028310001","3 About The Same","3 About The Same",NA,NA,1000,45000
"174","064028308002","5 Much Worse","4 A Little Worse",NA,NA,1000,6000
"175","064028308001","3 About The Same","5 Much Worse",NA,NA,1000,6000
"176","064028305001","6 I Do Not Know","4 A Little Worse",NA,NA,0,0
"177","064028304001","3 About The Same","3 About The Same",NA,NA,1000,NA
"178","064028304002","3 About The Same","3 About The Same",NA,NA,1000,NA
"179","064028301001","3 About The Same","3 About The Same",NA,NA,200,10000
"180","064028106001","3 About The Same","4 A Little Worse",NA,NA,3000,1e+05
"181","064028101002","3 About The Same","3 About The Same",NA,NA,NA,NA
"182","064028101001",NA,NA,NA,NA,NA,NA
"183","064028108002","3 About The Same","3 About The Same",NA,2000,0,30000
"184","064028102001","4 A Little Worse","4 A Little Worse",NA,NA,2000,0
"185","064028110003","4 A Little Worse","3 About The Same",NA,NA,2000,7000
"186","064028110002",NA,NA,NA,NA,NA,NA
"187","064028103002","3 About The Same","6 I Do Not Know",NA,4000,NA,0
"188","064028103001","4 A Little Worse","3 About The Same",NA,NA,1000,1e+05
"189","064028115002",NA,NA,NA,NA,NA,NA
"190","064028115001",NA,NA,NA,NA,NA,NA
"191","064028118002",NA,NA,NA,NA,NA,NA
"192","064028118001",NA,NA,NA,NA,NA,NA
"193","064028114002","3 About The Same","3 About The Same",NA,2700,300,0
"194","064028114001",NA,NA,NA,NA,NA,NA
"195","064028104001","4 A Little Worse","4 A Little Worse",NA,800,200,10000
"196","064028104002","4 A Little Worse","5 Much Worse",NA,1100,100,10000
"197","064028119001",NA,NA,NA,NA,20000,8000
"198","064028113002","3 About The Same","6 I Do Not Know",NA,NA,1000,0
"199","064028113001",NA,NA,NA,NA,NA,NA
"200","064028218002","3 About The Same","3 About The Same",NA,2000,1000,1e+05
"201","064028218001","3 About The Same","4 A Little Worse",NA,NA,1000,0
"202","064028207002","3 About The Same","3 About The Same",NA,2500,8000,0
"203","064028207001",NA,NA,NA,NA,NA,NA
"204","064028217001","3 About The Same","4 A Little Worse",NA,NA,200,0
"205","064028217002",NA,NA,NA,NA,NA,NA
"206","064028222002",NA,NA,NA,2600,1e+05,50000
"207","064028223001",NA,NA,NA,4000,1000,1e+05
"208","064028223002",NA,NA,NA,NA,NA,NA
"209","064028203001","6 I Do Not Know","6 I Do Not Know",NA,NA,1000,1000
"210","064028203002","6 I Do Not Know","6 I Do Not Know",NA,NA,600,1100
"211","064028221001","3 About The Same","3 About The Same",NA,1600,NA,NA
"212","064028221002",NA,NA,NA,NA,NA,NA
"213","064028220001","4 A Little Worse","4 A Little Worse",NA,NA,2000,50000
"214","064028210001","2 A Little Better","5 Much Worse",100000,NA,2000,0
"215","064028210002","3 About The Same","6 I Do Not Know",NA,NA,1000,0
"216","064028206001","4 A Little Worse","4 A Little Worse",NA,NA,NA,30000
"217","064028216001","4 A Little Worse","3 About The Same",NA,NA,1500,NA
"218","064028209001","5 Much Worse","5 Much Worse",NA,NA,100,0
"219","064028209002","4 A Little Worse","2 A Little Better",NA,NA,100,20000
"220","064028219002","3 About The Same","6 I Do Not Know",NA,NA,3000,2e+05
"221","064028219001","3 About The Same","1 Much Better",NA,1300,1000,NA
"222","064028211001","5 Much Worse","5 Much Worse",NA,NA,1000,30000
"223","064028201001","5 Much Worse","5 Much Worse",NA,NA,400,0
"224","064028214001","4 A Little Worse","4 A Little Worse",NA,NA,1000,20000
"225","064028202001","6 I Do Not Know","6 I Do Not Know",NA,NA,800,0
"226","064033321001","3 About The Same","5 Much Worse",NA,1800,2000,0
"227","064033321002","3 About The Same","4 A Little Worse",NA,NA,500,0
"228","064033327001","4 A Little Worse","6 I Do Not Know",NA,NA,1000,NA
"229","064033327002","3 About The Same","6 I Do Not Know",NA,NA,1000,100
"230","064033325001","3 About The Same","6 I Do Not Know",NA,NA,1000,0
"231","064033325002","5 Much Worse","5 Much Worse",NA,NA,1000,0
"232","064033322001","5 Much Worse","5 Much Worse",NA,NA,700,0
"233","064033322002","3 About The Same","5 Much Worse",NA,NA,NA,0
"234","064033330002","3 About The Same","5 Much Worse",NA,NA,NA,0
"235","064033330001","3 About The Same","5 Much Worse",NA,NA,1500,0
"236","064033341001",NA,NA,NA,2500,500,10000
"237","064033341002",NA,NA,NA,NA,1000,0
"238","064033324002","3 About The Same","5 Much Worse",NA,NA,NA,0
"239","064033324001","3 About The Same","5 Much Worse",NA,NA,NA,0
"240","064033306002","3 About The Same","4 A Little Worse",NA,3000,10000,10000
"241","064033306001","3 About The Same","3 About The Same",NA,NA,3000,0
"242","064033301002","3 About The Same","5 Much Worse",NA,55,3000,0
"243","064033301001","3 About The Same","4 A Little Worse",NA,NA,7500,0
"244","064033331002","5 Much Worse","5 Much Worse",NA,NA,0,0
"245","064033331001","5 Much Worse","5 Much Worse",NA,NA,0,0
"246","064033303001","4 A Little Worse","4 A Little Worse",NA,NA,100,0
"247","064033340001",NA,NA,NA,NA,500,8000
"248","064033340002",NA,NA,NA,NA,500,10000
"249","064033336001",NA,NA,NA,NA,26,0
"250","064033304002","4 A Little Worse","5 Much Worse",NA,1800,100,10000
"251","064033304001","3 About The Same","5 Much Worse",NA,1000,200,50000
"252","064033337001",NA,NA,NA,NA,NA,NA
"253","064033326001","3 About The Same","5 Much Worse",NA,200,500,0
"254","064033326002","3 About The Same","3 About The Same",NA,NA,300,0
"255","064033320001","5 Much Worse","5 Much Worse",NA,NA,18,0
"256","064033308001","5 Much Worse","3 About The Same",NA,NA,0,0
"257","064033334001","3 About The Same","3 About The Same",NA,NA,250,0
"258","064033319002","2 A Little Better","3 About The Same",NA,NA,1000,20000
"259","064033319001","2 A Little Better","2 A Little Better",NA,NA,1000,20000
"260","064033313002","3 About The Same","5 Much Worse",NA,NA,200,0
"261","064033313001","5 Much Worse","5 Much Worse",NA,NA,200,0
"262","064033316002","5 Much Worse","5 Much Worse",NA,NA,0,0
"263","064033335002","3 About The Same","3 About The Same",NA,NA,1000,0
"264","064033335001","2 A Little Better","2 A Little Better",NA,NA,0,0
"265","064033314002","3 About The Same","5 Much Worse",NA,NA,400,0
"266","064033314001","5 Much Worse","5 Much Worse",NA,NA,400,0
"267","064033315001","3 About The Same","1 Much Better",NA,NA,300,0
"268","064033318002","3 About The Same","3 About The Same",4000,NA,500,0
"269","064033328001","5 Much Worse","5 Much Worse",NA,NA,300,2000
"270","064033328002","5 Much Worse","5 Much Worse",NA,NA,300,1000
"271","064033338002",NA,NA,NA,2000,500,0
"272","064033317001","4 A Little Worse","5 Much Worse",NA,NA,500,10000
"273","064033323001","3 About The Same","5 Much Worse",NA,NA,0,0
"274","064033339001",NA,NA,NA,NA,300,0
"275","064033302001","3 About The Same","4 A Little Worse",NA,NA,300,NA
"276","064033302002","3 About The Same","5 Much Worse",NA,NA,300,0
"277","064033309001","2 A Little Better","4 A Little Worse",NA,NA,1000,NA
"278","064033309002","2 A Little Better","5 Much Worse",NA,NA,1000,NA
"279","064033329002","4 A Little Worse","5 Much Worse",NA,NA,50,0
"280","064033329001","5 Much Worse","5 Much Worse",NA,NA,50,0
"281","064033312001","4 A Little Worse","5 Much Worse",NA,NA,0,0
"282","064033312002","3 About The Same","5 Much Worse",NA,NA,300,0
"283","064033311001","4 A Little Worse","5 Much Worse",NA,NA,800,0
"284","064033332001","3 About The Same",NA,NA,NA,2000,20000
"285","064033310001","3 About The Same","3 About The Same",NA,NA,3000,40000
"286","064033310002","3 About The Same","5 Much Worse",NA,2000,3000,1e+05
"287","064033221001","4 A Little Worse","5 Much Worse",NA,2800,400,30000
"288","064033221002","3 About The Same","3 About The Same",NA,NA,110,30000
"289","064033207001",NA,NA,NA,NA,NA,NA
"290","064033207002","5 Much Worse","4 A Little Worse",NA,NA,100,2000
"291","064033223002","2 A Little Better","3 About The Same",NA,2300,300,30000
"292","064033223001","3 About The Same","5 Much Worse",NA,NA,300,40000
"293","064033212001","3 About The Same","3 About The Same",NA,NA,300,20000
"294","064033212002","3 About The Same","3 About The Same",NA,NA,300,0
"295","064033219001","3 About The Same","3 About The Same",NA,NA,300,50000
"296","064033219002","3 About The Same","5 Much Worse",NA,NA,200,10000
"297","064033215001","3 About The Same","4 A Little Worse",NA,NA,0,0
"298","064033225001",NA,NA,4000,NA,100,60000
"299","064033213002","3 About The Same","4 A Little Worse",NA,NA,500,0
"300","064033213001","3 About The Same","3 About The Same",NA,NA,500,0
"301","064033232001",NA,NA,NA,NA,2000,30000
"302","064033232002",NA,NA,NA,NA,500,30000
"303","064033201002","5 Much Worse",NA,NA,NA,200,80000
"304","064033201001","5 Much Worse","5 Much Worse",NA,NA,100,0
"305","064033208002","3 About The Same","4 A Little Worse",30000,NA,2000,350000
"306","064033208001","3 About The Same","5 Much Worse",NA,NA,20000,50000
"307","064033230001","3 About The Same","3 About The Same",NA,NA,800,NA
"308","064033203001","5 Much Worse","6 I Do Not Know",NA,NA,300,0
"309","064033209002","3 About The Same","3 About The Same",NA,NA,1e+05,0
"310","064033209001","3 About The Same","3 About The Same",NA,NA,10000,0
"311","064033206001",NA,NA,NA,NA,NA,NA
"312","064033226001",NA,NA,NA,NA,2000,90000
"313","064033226002",NA,NA,NA,NA,NA,NA
"314","064033220002","3 About The Same","3 About The Same",NA,2800,1000,50000
"315","064033220001","3 About The Same","3 About The Same",NA,NA,1e+05,1e+05
"316","064033210002","3 About The Same","3 About The Same",NA,NA,NA,NA
"317","064033210001","3 About The Same","3 About The Same",NA,NA,NA,0
"318","064033228001",NA,NA,NA,NA,2500,180000
"319","064033228002",NA,NA,NA,NA,2500,0
"320","064033217002","3 About The Same","3 About The Same",NA,1200,300,1e+05
"321","064033217001","3 About The Same","4 A Little Worse",NA,NA,100,10000
"322","064033231001",NA,NA,NA,NA,0,0
"323","064033231002",NA,NA,NA,NA,NA,0
"324","064033211001","3 About The Same","2 A Little Better",NA,NA,NA,NA
"325","064033211002","3 About The Same","3 About The Same",NA,NA,200,0
"326","064033224001","3 About The Same","4 A Little Worse",NA,NA,80000,0
"327","064033224002","3 About The Same","3 About The Same",NA,NA,150000,0
"328","064033227001","4 A Little Worse","3 About The Same",NA,NA,300,100
"329","064033216002","4 A Little Worse","5 Much Worse",NA,600,200,26000
"330","064033216001","5 Much Worse","5 Much Worse",NA,NA,200,0
"331","064033229001",NA,NA,NA,NA,300,1e+05
"332","064033229002",NA,NA,NA,NA,NA,NA
"333","064033202001",NA,NA,NA,NA,NA,NA
"334","064033218001","3 About The Same","5 Much Worse",NA,NA,150,0
"335","064033218002","3 About The Same","3 About The Same",NA,NA,10,0
"336","064033222001","3 About The Same","4 A Little Worse",NA,NA,300,1e+05
"337","064033222002","3 About The Same","4 A Little Worse",NA,NA,300,30000
"338","064033204002","4 A Little Worse","4 A Little Worse",NA,NA,500,1e+05
"339","064033204001","4 A Little Worse","3 About The Same",NA,NA,500,1e+05
"340","064033103001","3 About The Same","4 A Little Worse",NA,NA,3500,0
"341","064033121001","1 Much Better","3 About The Same",NA,NA,5,0
"342","064033122003","3 About The Same","4 A Little Worse",NA,NA,100,0
"343","064033110001","3 About The Same","3 About The Same",750,NA,NA,0
"344","064033127002","3 About The Same","4 A Little Worse",NA,1700,300,NA
"345","064033127001","3 About The Same","3 About The Same",NA,NA,500,NA
"346","064033120001","3 About The Same","4 A Little Worse",NA,2500,10000,10000
"347","064033120002","3 About The Same","4 A Little Worse",NA,NA,200,10000
"348","064033123002","4 A Little Worse","5 Much Worse",NA,NA,300,0
"349","064033123001","4 A Little Worse","4 A Little Worse",NA,NA,100,0
"350","064033130002",NA,NA,NA,NA,NA,NA
"351","064033130001",NA,NA,NA,NA,500,0
"352","064033119002","3 About The Same","3 About The Same",NA,NA,1000,0
"353","064033119001","3 About The Same","3 About The Same",NA,NA,600,0
"354","064033128001",NA,NA,NA,NA,50000,0
"355","064033117002","3 About The Same","4 A Little Worse",NA,NA,0,0
"356","064033117001","3 About The Same","4 A Little Worse",NA,NA,200,0
"357","064033106001","3 About The Same","3 About The Same",NA,NA,500,3000
"358","064033106002","3 About The Same","3 About The Same",4500,NA,2000,20000
"359","064033116001","5 Much Worse","5 Much Worse",NA,NA,NA,NA
"360","064033116002","3 About The Same","5 Much Worse",NA,NA,100,0
"361","064033101001",NA,NA,NA,NA,NA,NA
"362","064033124001","3 About The Same","3 About The Same",NA,NA,300,0
"363","064033124002","3 About The Same","3 About The Same",NA,NA,300,0
"364","064033129001","3 About The Same","5 Much Worse",NA,NA,NA,0
"365","064033102002","3 About The Same","3 About The Same",NA,NA,800,0
"366","064033102001","4 A Little Worse","5 Much Worse",NA,NA,200,0
"367","064033111001","3 About The Same","4 A Little Worse",3900,NA,200,0
"368","064033125001",NA,NA,NA,NA,NA,NA
"369","064033125002","3 About The Same","3 About The Same",NA,NA,0,0
"370","064033126002","3 About The Same","5 Much Worse",NA,NA,200,6000
"371","064033126001","4 A Little Worse","5 Much Worse",NA,NA,200,0
"372","064033114002","3 About The Same","4 A Little Worse",NA,NA,200,NA
"373","064033114001","3 About The Same","4 A Little Worse",NA,NA,300,0
"374","064033113001","3 About The Same","4 A Little Worse",NA,NA,30,0
"375","064033113002","4 A Little Worse",NA,NA,NA,30,0
"376","064033118001","3 About The Same","4 A Little Worse",NA,NA,2000,0
"377","064033112002","3 About The Same","5 Much Worse",NA,NA,500,0
"378","064033112001","4 A Little Worse","5 Much Worse",NA,NA,500,0
"379","064033131001","5 Much Worse","5 Much Worse",NA,NA,500,0
"380","064033131002","3 About The Same","5 Much Worse",NA,NA,300,0
"381","064033115002","2 A Little Better","3 About The Same",NA,NA,10000,70000
"382","064033115001","3 About The Same","5 Much Worse",NA,NA,35000,35000
"383","064033104001","4 A Little Worse","5 Much Worse",NA,1950,100,0
"384","064033104002","4 A Little Worse","5 Much Worse",NA,NA,300,0
"385","064033105001",NA,NA,NA,NA,NA,NA
"386","064033105002","3 About The Same","4 A Little Worse",NA,NA,NA,0
"387","064033107002","3 About The Same","3 About The Same",NA,NA,0,0
"388","064033107001","3 About The Same",NA,NA,NA,60,0
"389","060481308001","4 A Little Worse","4 A Little Worse",NA,1500,0,0
"390","060481308002","4 A Little Worse","4 A Little Worse",NA,1200,0,0
"391","060481310002","3 About The Same","3 About The Same",NA,NA,100,100
"392","060481310001","3 About The Same","3 About The Same",NA,NA,100,100
"393","060481301002","3 About The Same","3 About The Same",NA,NA,5000,0
"394","060481301001","3 About The Same","6 I Do Not Know",NA,NA,300,2000
"395","060481312001","3 About The Same","3 About The Same",NA,1400,500,0
"396","060481312002","5 Much Worse",NA,NA,1000,1000,0
"397","060481322002","3 About The Same","4 A Little Worse",NA,NA,1500,0
"398","060481322001","4 A Little Worse","5 Much Worse",NA,NA,1000,0
"399","060481303002",NA,NA,NA,NA,NA,NA
"400","060481303001","3 About The Same","3 About The Same",NA,NA,750,0
"401","060481325001",NA,NA,NA,2400,2700,0
"402","060481309003","3 About The Same","3 About The Same",NA,NA,300,20000
"403","060481309002","3 About The Same","6 I Do Not Know",NA,NA,300,NA
"404","060481306001","3 About The Same","5 Much Worse",NA,1450,8000,0
"405","060481306002","3 About The Same","5 Much Worse",8000,NA,400,0
"406","060481307002","3 About The Same","5 Much Worse",NA,NA,3000,20000
"407","060481307001","2 A Little Better","6 I Do Not Know",10000,NA,1000,50000
"408","060481315001","4 A Little Worse","5 Much Worse",NA,NA,1500,0
"409","060481320002","3 About The Same","3 About The Same",NA,NA,0,0
"410","060481302001","4 A Little Worse","5 Much Worse",10000,NA,300,0
"411","060481314001","4 A Little Worse","4 A Little Worse",NA,NA,0,0
"412","060481313001","3 About The Same","3 About The Same",NA,NA,100,100
"413","060481313002","3 About The Same","3 About The Same",NA,NA,100,100
"414","060481316002","3 About The Same","5 Much Worse",NA,NA,5000,0
"415","060481316001","3 About The Same","5 Much Worse",NA,NA,5000,0
"416","060481318001","3 About The Same","5 Much Worse",NA,NA,500,0
"417","060481323001","5 Much Worse","5 Much Worse",NA,NA,1000,0
"418","060481317002",NA,NA,NA,NA,NA,NA
"419","060481317001","3 About The Same","5 Much Worse",NA,NA,680,0
"420","060481321001","3 About The Same","3 About The Same",NA,NA,300,0
"421","060481321002","3 About The Same","3 About The Same",NA,NA,300,0
"422","060481305001","3 About The Same","3 About The Same",NA,2500,300,30000
"423","060481305002","3 About The Same","4 A Little Worse",NA,NA,1000,30000
"424","060481304001","4 A Little Worse","5 Much Worse",NA,NA,2000,80000
"425","060481304002","3 About The Same","5 Much Worse",NA,NA,1000,40000
