"","ID","living_standard_compare_neighbor","living_standard_compare_county","income1","income2","cash_at_home","deposit"
"13247","241116324002",NA,NA,NA,1700,2000,100
"13248","241116324001",NA,NA,NA,NA,NA,NA
"13249","241116319002","5 Much Worse","5 Much Worse",NA,NA,1000,1000
"13250","241116319001","5 Much Worse","5 Much Worse",NA,NA,800,9000
"13251","241116327002",NA,NA,NA,NA,60,0
"13252","241116327001",NA,NA,NA,NA,100,100
"13253","241116318002","4 A Little Worse","4 A Little Worse",NA,1200,1500,18000
"13254","241116317001","2 A Little Better","2 A Little Better",NA,2600,100,3000
"13255","241116317002","2 A Little Better","3 About The Same",100000,NA,1000,NA
"13256","241116304002","3 About The Same","6 I Do Not Know",NA,535,500,0
"13257","241116304003","4 A Little Worse","5 Much Worse",NA,NA,6000,13000
"13258","241116316002","2 A Little Better","4 A Little Worse",NA,NA,1000,0
"13259","241116316001","4 A Little Worse","5 Much Worse",NA,NA,1000,0
"13260","241116320001","5 Much Worse","6 I Do Not Know",NA,NA,500,1000
"13261","241116205001","5 Much Worse","3 About The Same",NA,NA,NA,NA
"13262","241116218001",NA,NA,NA,NA,2000,100
"13263","241116218002",NA,NA,NA,NA,2000,NA
"13264","241116224002",NA,NA,NA,NA,800,NA
"13265","241116224001",NA,NA,NA,NA,3000,0
"13266","241116217001",NA,NA,NA,NA,1000,70000
"13267","241116210001","4 A Little Worse","4 A Little Worse",NA,NA,2000,1e+05
"13268","241116210002","3 About The Same","4 A Little Worse",NA,NA,3000,1e+05
"13269","241116221002",NA,NA,NA,NA,2000,1000
"13270","241116221001",NA,NA,NA,NA,2000,100
"13271","241116208001","2 A Little Better","2 A Little Better",NA,NA,2000,50000
"13272","241116208002","3 About The Same","3 About The Same",NA,NA,2000,0
"13273","241116202002","2 A Little Better","3 About The Same",NA,NA,600,120000
"13274","241116202001","3 About The Same","2 A Little Better",500,NA,500,60000
"13275","241116222001",NA,NA,NA,NA,2000,3e+05
"13276","241116222002",NA,NA,NA,NA,NA,NA
"13277","241116206001","3 About The Same","2 A Little Better",NA,NA,1000,1e+05
"13278","241116206002","3 About The Same","1 Much Better",NA,NA,1000,1e+05
"13279","241116216002",NA,NA,NA,NA,200,NA
"13280","241116216001",NA,NA,NA,NA,NA,NA
"13281","241116212001","1 Much Better","1 Much Better",NA,NA,1000,20000
"13282","241116201001",NA,NA,NA,NA,NA,NA
"13283","241116201002","4 A Little Worse","2 A Little Better",NA,NA,1000,2e+05
"13284","241116203002","2 A Little Better","3 About The Same",NA,NA,1500,1e+05
"13285","241116203001","6 I Do Not Know","4 A Little Worse",NA,NA,2000,3500
"13286","241116204002","6 I Do Not Know","6 I Do Not Know",NA,NA,NA,0
"13287","241116213002","5 Much Worse","5 Much Worse",NA,1000,100,3000
"13288","241116213001","5 Much Worse","6 I Do Not Know",NA,NA,NA,100
"13289","241116223001",NA,NA,NA,NA,400,100
"13290","244604214002","3 About The Same","4 A Little Worse",NA,NA,600,0
"13291","244604214001","3 About The Same","5 Much Worse",NA,NA,500,0
"13292","244604226001","3 About The Same","4 A Little Worse",NA,NA,500,20000
"13293","244604226002","4 A Little Worse","4 A Little Worse",NA,NA,400,20000
"13294","244604205001","4 A Little Worse","5 Much Worse",NA,NA,300,NA
"13295","244604205002","5 Much Worse","6 I Do Not Know",NA,NA,800,0
"13296","244604219001",NA,NA,NA,NA,NA,NA
"13297","244604219002",NA,NA,NA,NA,NA,NA
"13298","244604218001","3 About The Same","5 Much Worse",NA,NA,0,0
"13299","244604223002","5 Much Worse","5 Much Worse",NA,NA,0,0
"13300","244604223001","3 About The Same","5 Much Worse",NA,1500,0,0
"13301","244604216001","3 About The Same","3 About The Same",NA,NA,NA,0
"13302","244604201001","4 A Little Worse","5 Much Worse",NA,NA,0,0
"13303","244604203001","2 A Little Better","2 A Little Better",NA,5000,10000,10000
"13304","244604203002","4 A Little Worse","5 Much Worse",NA,NA,400,0
"13305","244604206002","3 About The Same","5 Much Worse",NA,3000,500,0
"13306","244604206001","5 Much Worse","4 A Little Worse",NA,1000,NA,1000
"13307","244604221001","4 A Little Worse","5 Much Worse",NA,NA,10,0
"13308","244604215001","6 I Do Not Know","3 About The Same",NA,1500,2000,50000
"13309","244604215002","3 About The Same","3 About The Same",NA,NA,2000,0
"13310","244604202001","3 About The Same","6 I Do Not Know",NA,NA,3000,NA
"13311","244604202002","4 A Little Worse","3 About The Same",NA,1500,3000,1000
"13312","244604222002","3 About The Same","2 A Little Better",NA,NA,200,6000
"13313","244604222001","3 About The Same","3 About The Same",NA,NA,200,0
"13314","244604234001",NA,NA,NA,NA,200,0
"13315","244604225001","4 A Little Worse",NA,NA,2000,0,0
"13316","244604227001","3 About The Same","3 About The Same",NA,NA,0,15000
"13317","244604209001","3 About The Same","5 Much Worse",NA,NA,0,0
"13318","244604209002","3 About The Same","4 A Little Worse",NA,NA,2000,2000
"13319","244604220001","4 A Little Worse","5 Much Worse",NA,3500,2000,30000
"13320","244604220002",NA,NA,NA,NA,NA,NA
"13321","244604217002","3 About The Same","4 A Little Worse",NA,NA,1000,NA
"13322","244604217001","3 About The Same","4 A Little Worse",NA,NA,NA,NA
"13323","244604230002","3 About The Same",NA,NA,NA,500,0
"13324","244604230001","4 A Little Worse","6 I Do Not Know",NA,NA,NA,0
"13325","244604210001","4 A Little Worse","4 A Little Worse",NA,NA,0,0
"13326","244604236002",NA,NA,4000,NA,0,0
"13327","244604236001",NA,NA,NA,NA,100,0
"13328","244604204002","3 About The Same","4 A Little Worse",NA,NA,800,1500
"13329","244604204001","3 About The Same","6 I Do Not Know",NA,NA,400,4000
"13330","244604228001","3 About The Same","3 About The Same",NA,NA,200,5000
"13331","244604212002","3 About The Same","5 Much Worse",NA,NA,60,0
"13332","244604212001","3 About The Same","5 Much Worse",NA,NA,100,0
"13333","244604233001",NA,NA,NA,1300,300,4000
"13334","244604233002",NA,NA,NA,2800,1000,20000
"13335","244604235002",NA,NA,NA,NA,200,0
"13336","244604211002","3 About The Same","6 I Do Not Know",NA,1300,1000,0
"13337","244604211001","3 About The Same","6 I Do Not Know",NA,NA,1000,0
"13338","244604232001","3 About The Same","5 Much Worse",NA,NA,700,0
"13339","244604232002","3 About The Same","3 About The Same",NA,NA,500,500
"13340","244604208001","3 About The Same","6 I Do Not Know",NA,NA,100,0
"13341","244604224001","3 About The Same","4 A Little Worse",NA,NA,0,0
"13342","244604224002","3 About The Same","4 A Little Worse",NA,NA,500,0
"13343","244604213001","3 About The Same","4 A Little Worse",NA,1000,2000,8000
"13344","244604213002","3 About The Same","4 A Little Worse",NA,NA,0,0
"13345","244604207001","3 About The Same","3 About The Same",NA,75,1000,1200
"13346","244604207002","2 A Little Better","4 A Little Worse",NA,75,1000,1200
"13347","244604313002",NA,NA,NA,NA,500,0
"13348","244604313001","3 About The Same","5 Much Worse",NA,NA,600,0
"13349","244604304001","4 A Little Worse","3 About The Same",NA,NA,10,0
"13350","244604323002","3 About The Same","4 A Little Worse",NA,NA,2000,20000
"13351","244604323001","3 About The Same","4 A Little Worse",NA,NA,2000,20000
"13352","244604327001","4 A Little Worse","5 Much Worse",NA,NA,0,0
"13353","244604327002","4 A Little Worse","5 Much Worse",NA,NA,500,0
"13354","244604314001","3 About The Same","4 A Little Worse",NA,NA,NA,0
"13355","244604314002","3 About The Same","4 A Little Worse",NA,NA,0,0
"13356","244604329001","3 About The Same","3 About The Same",NA,NA,150,0
"13357","244604329002","3 About The Same","3 About The Same",NA,NA,200,0
"13358","244604326001","5 Much Worse","5 Much Worse",NA,300,50,0
"13359","244604306001","2 A Little Better","2 A Little Better",NA,NA,0,0
"13360","244604317001","3 About The Same","4 A Little Worse",NA,NA,1000,0
"13361","244604317002","2 A Little Better","3 About The Same",NA,NA,1000,0
"13362","244604322001","5 Much Worse","5 Much Worse",NA,NA,30,0
"13363","244604332002",NA,NA,NA,NA,600,NA
"13364","244604332001",NA,NA,NA,NA,300,0
"13365","244604310002","2 A Little Better","3 About The Same",NA,NA,1500,30000
"13366","244604310001","3 About The Same","3 About The Same",NA,NA,1500,0
"13367","244604309001","2 A Little Better","2 A Little Better",NA,NA,0,0
"13368","244604325001","3 About The Same","3 About The Same",NA,NA,0,0
"13369","244604325002","5 Much Worse","5 Much Worse",NA,NA,0,0
"13370","244604330001",NA,NA,NA,55,500,0
"13371","244604318002","3 About The Same","4 A Little Worse",NA,NA,20,0
"13372","244604318001","4 A Little Worse","3 About The Same",NA,NA,20,0
"13373","244604324001","4 A Little Worse","6 I Do Not Know",NA,NA,100,0
"13374","244604324002","3 About The Same","5 Much Worse",NA,500,100,0
"13375","244604305002","5 Much Worse","5 Much Worse",NA,NA,0,0
"13376","244604305001","5 Much Worse","5 Much Worse",NA,NA,0,0
"13377","244604315001","3 About The Same","2 A Little Better",NA,NA,300,0
"13378","244604315002",NA,NA,NA,NA,NA,NA
"13379","244604303001",NA,NA,NA,NA,0,0
"13380","244604333002",NA,NA,NA,NA,200,0
"13381","244604333001",NA,NA,NA,NA,200,0
"13382","244604301002","5 Much Worse","5 Much Worse",NA,NA,NA,0
"13383","244604301001","2 A Little Better","5 Much Worse",NA,NA,0,0
"13384","244604316001","3 About The Same","3 About The Same",NA,NA,1000,1000
"13385","244604316002","3 About The Same","3 About The Same",5000,NA,3000,3000
"13386","244604321002","3 About The Same","6 I Do Not Know",NA,NA,500,0
"13387","244604321001","3 About The Same","6 I Do Not Know",NA,NA,500,0
"13388","244604302001","4 A Little Worse","5 Much Worse",NA,NA,600,0
"13389","244604302002","3 About The Same","5 Much Worse",NA,NA,0,0
"13390","244604307001","4 A Little Worse","5 Much Worse",NA,NA,400,0
"13391","244604307002","3 About The Same","3 About The Same",NA,1000,400,0
"13392","244604320002","2 A Little Better","5 Much Worse",NA,NA,200,2000
"13393","244604320001","4 A Little Worse","5 Much Worse",NA,NA,0,0
"13394","244604311001","3 About The Same","5 Much Worse",NA,50,NA,NA
"13395","244604311002","4 A Little Worse","4 A Little Worse",NA,NA,500,0
"13396","244604328002","4 A Little Worse","4 A Little Worse",NA,NA,100,10000
"13397","244604328001","4 A Little Worse","4 A Little Worse",NA,1300,1000,10000
"13398","244604308001","4 A Little Worse","5 Much Worse",NA,NA,500,0
"13399","244604308002","5 Much Worse","5 Much Worse",NA,NA,500,0
"13400","244604139001","2 A Little Better","2 A Little Better",NA,NA,2000,130000
"13401","244604139002","2 A Little Better","4 A Little Worse",NA,NA,300,130000
"13402","244604136001","3 About The Same","5 Much Worse",50,NA,60,0
"13403","244604136002","4 A Little Worse","5 Much Worse",NA,NA,100,0
"13404","244604109002","3 About The Same","2 A Little Better",NA,NA,3000,1e+05
"13405","244604109001","3 About The Same","3 About The Same",NA,NA,3000,150000
"13406","244604132001","3 About The Same","3 About The Same",NA,NA,1000,NA
"13407","244604132002","6 I Do Not Know","6 I Do Not Know",NA,NA,500,0
"13408","244604111001","2 A Little Better","2 A Little Better",NA,3500,1500,10000
"13409","244604140001","3 About The Same","3 About The Same",NA,NA,150,13000
"13410","244604140002","2 A Little Better","3 About The Same",NA,NA,400,13000
"13411","244604101002","3 About The Same","5 Much Worse",NA,NA,700,3000
"13412","244604112001","4 A Little Worse","4 A Little Worse",NA,NA,NA,NA
"13413","244604123002","5 Much Worse","5 Much Worse",NA,NA,800,120
"13414","244604123001","3 About The Same","5 Much Worse",NA,1200,3000,0
"13415","244604126002","3 About The Same","4 A Little Worse",NA,NA,1000,NA
"13416","244604127001","6 I Do Not Know","2 A Little Better",NA,10000,200,20000
"13417","244604127002","4 A Little Worse","3 About The Same",NA,NA,2000,40000
"13418","244604141001",NA,NA,NA,NA,100,NA
"13419","244604142002",NA,NA,NA,NA,100,0
"13420","244604107001","4 A Little Worse","4 A Little Worse",NA,NA,NA,0
"13421","244604137001","3 About The Same","4 A Little Worse",NA,NA,500,0
"13422","244604119002","6 I Do Not Know","5 Much Worse",NA,NA,30000,NA
"13423","244604128001","3 About The Same","4 A Little Worse",NA,NA,NA,0
"13424","244604133001","3 About The Same","6 I Do Not Know",20000,NA,1000,10000
"13425","244604102001",NA,"4 A Little Worse",NA,NA,0,0
"13426","244604125001","4 A Little Worse","5 Much Worse",NA,NA,NA,0
"13427","244604105001","4 A Little Worse","3 About The Same",NA,NA,400,0
"13428","244604106001","4 A Little Worse","4 A Little Worse",NA,NA,100,0
"13429","244604106002",NA,NA,NA,NA,100,0
"13430","244604129001",NA,NA,NA,NA,NA,NA
"13431","244604117002","2 A Little Better","6 I Do Not Know",NA,NA,0,0
"13432","244604117001","3 About The Same","6 I Do Not Know",NA,NA,400,0
"13433","244604134001","5 Much Worse","5 Much Worse",NA,1200,0,NA
"13434","244604134002","5 Much Worse","5 Much Worse",NA,NA,0,0
"13435","244604114002","5 Much Worse","4 A Little Worse",NA,NA,200,10000
"13436","244604131001","5 Much Worse","3 About The Same",NA,NA,200,5000
"13437","244604122001",NA,NA,NA,NA,NA,NA
"13438","244604110002","6 I Do Not Know","6 I Do Not Know",NA,NA,80,0
"13439","244604110001","4 A Little Worse","6 I Do Not Know",NA,NA,NA,0
"13440","244604113001","4 A Little Worse","5 Much Worse",NA,NA,200,NA
"13441","244604120001","5 Much Worse","5 Much Worse",NA,NA,1500,101
"13442","244604124001","5 Much Worse","6 I Do Not Know",NA,1342,20,0
"13443","244604115001","3 About The Same","3 About The Same",NA,NA,3000,0
"13444","244604115002","3 About The Same","3 About The Same",NA,NA,500,0
"13445","244604116001",NA,NA,NA,NA,NA,NA
"13446","244604103001","2 A Little Better","2 A Little Better",NA,1800,500,4000
"13447","244604103002","2 A Little Better","3 About The Same",NA,NA,500,8000
"13448","244604108002","2 A Little Better","2 A Little Better",NA,NA,NA,NA
"13449","244604108001","2 A Little Better","2 A Little Better",NA,NA,NA,3e+05
"13450","244604138001","3 About The Same","4 A Little Worse",NA,NA,500,0
"13451","244676111002","2 A Little Better","4 A Little Worse",NA,NA,300,NA
"13452","244676111001","3 About The Same","4 A Little Worse",NA,NA,300,100
"13453","244676109002","4 A Little Worse","5 Much Worse",NA,45,1000,100
"13454","244676126001",NA,NA,NA,NA,NA,NA
"13455","244676126002",NA,NA,NA,NA,500,0
"13456","244676115001","5 Much Worse","5 Much Worse",NA,NA,1000,0
"13457","244676115002","5 Much Worse","5 Much Worse",NA,NA,1000,0
"13458","244676114002","3 About The Same","5 Much Worse",NA,1500,2000,100
"13459","244676114001","6 I Do Not Know","6 I Do Not Know",NA,NA,2000,100
"13460","244676108001","3 About The Same","3 About The Same",10000,NA,2000,10000
"13461","244676108002","3 About The Same","3 About The Same",24000,NA,2000,100
"13462","244676103001","3 About The Same","4 A Little Worse",NA,NA,500,100
"13463","244676103002","3 About The Same","3 About The Same",NA,NA,800,0
"13464","244676102001","4 A Little Worse","5 Much Worse",8000,NA,200,0
"13465","244676102002","4 A Little Worse","4 A Little Worse",NA,NA,0,0
"13466","244676107001",NA,NA,NA,NA,NA,NA
"13467","244676107002","2 A Little Better","5 Much Worse",NA,NA,NA,0
"13468","244676127002",NA,NA,5000,NA,2000,0
"13469","244676127001",NA,NA,NA,NA,2000,NA
"13470","244676120001",NA,NA,NA,NA,NA,NA
"13471","244676120002","3 About The Same",NA,NA,NA,NA,NA
"13472","244676110001","2 A Little Better","3 About The Same",NA,NA,0,0
"13473","244676105002","5 Much Worse","5 Much Worse",NA,NA,1007,NA
"13474","244676124001","5 Much Worse","5 Much Worse",NA,NA,1000,0
"13475","244676129001",NA,NA,NA,NA,300,NA
"13476","244676128001",NA,NA,NA,3000,0,0
"13477","244676128002",NA,NA,NA,NA,300,0
"13478","244676130002",NA,NA,2400,NA,1000,0
"13479","244676130001",NA,NA,NA,NA,1500,0
"13480","244676101002",NA,NA,NA,NA,NA,NA
"13481","244676106001","5 Much Worse","5 Much Worse",NA,NA,NA,0
"13482","244676117002","3 About The Same","5 Much Worse",NA,NA,0,0
"13483","244676117001","3 About The Same","4 A Little Worse",NA,NA,500,0
"13484","244676118002","5 Much Worse","5 Much Worse",NA,NA,0,0
"13485","244676118001","5 Much Worse","5 Much Worse",NA,NA,500,0
"13486","244676125002","3 About The Same","5 Much Worse",NA,NA,3000,4000
"13487","244676125001","4 A Little Worse","4 A Little Worse",NA,NA,1000,0
"13488","244676116001","5 Much Worse","6 I Do Not Know",NA,NA,1600,500
"13489","244676121002","3 About The Same","4 A Little Worse",NA,NA,100,1000
"13490","244676121001","3 About The Same","5 Much Worse",NA,NA,600,0
"13491","244676113001","4 A Little Worse","5 Much Worse",NA,50,NA,NA
"13492","244676104001",NA,NA,NA,NA,NA,NA
"13493","244676104002",NA,NA,NA,NA,NA,NA
"13494","244676131001",NA,NA,NA,NA,600,NA
"13495","244676131002",NA,NA,NA,NA,600,NA
"13496","244676319001","3 About The Same","3 About The Same",NA,NA,1000,0
"13497","244676323001","4 A Little Worse","4 A Little Worse",NA,NA,NA,0
"13498","244676320001","4 A Little Worse","5 Much Worse",NA,NA,1500,30000
"13499","244676320002","6 I Do Not Know","6 I Do Not Know",NA,NA,1500,30000
"13500","244676325001","2 A Little Better","3 About The Same",NA,NA,3000,10000
"13501","244676325002","1 Much Better","3 About The Same",NA,1400,3000,10000
"13502","244676312001","4 A Little Worse","5 Much Worse",NA,NA,110,0
"13503","244676312002","5 Much Worse","5 Much Worse",NA,NA,100,0
"13504","244676317002","5 Much Worse","5 Much Worse",NA,NA,NA,NA
"13505","244676314001","5 Much Worse","5 Much Worse",NA,NA,500,0
"13506","244676305001","4 A Little Worse","5 Much Worse",NA,NA,150,0
"13507","244676305002","3 About The Same","5 Much Worse",NA,NA,500,0
"13508","244676318001","3 About The Same","5 Much Worse",NA,NA,0,0
"13509","244676318002","3 About The Same","5 Much Worse",NA,NA,500,0
"13510","244676309001","3 About The Same","3 About The Same",NA,NA,0,0
"13511","244676303002","3 About The Same","4 A Little Worse",NA,75,150,0
"13512","244676303001",NA,NA,NA,NA,NA,NA
"13513","244676321001","2 A Little Better","5 Much Worse",NA,NA,500,0
"13514","244676328001","3 About The Same","5 Much Worse",NA,NA,400,0
"13515","244676332001",NA,NA,NA,NA,NA,NA
"13516","244676304001","5 Much Worse","5 Much Worse",NA,NA,100,4000
"13517","244676304002",NA,NA,NA,NA,NA,NA
"13518","244676326002","3 About The Same","5 Much Worse",NA,NA,0,0
"13519","244676326001",NA,NA,NA,NA,NA,NA
"13520","244676306001",NA,NA,NA,NA,NA,NA
"13521","244676316002","3 About The Same","3 About The Same",NA,NA,100,0
"13522","244676316001",NA,NA,NA,NA,NA,NA
"13523","244676324002",NA,NA,NA,NA,NA,NA
"13524","244676324001","3 About The Same","3 About The Same",NA,NA,200,0
"13525","244676330001","5 Much Worse","5 Much Worse",NA,NA,1000,0
"13526","244676330002","4 A Little Worse","5 Much Worse",NA,NA,NA,NA
"13527","244676308001","4 A Little Worse","5 Much Worse",NA,NA,200,0
"13528","244676334002",NA,NA,NA,3000,10000,4000
"13529","244676310001","4 A Little Worse","3 About The Same",NA,3000,0,0
"13530","244676310002","3 About The Same","3 About The Same",NA,NA,1000,12000
"13531","244676327002","3 About The Same","3 About The Same",NA,NA,NA,0
"13532","244676327001","3 About The Same","3 About The Same",NA,NA,0,0
"13533","244676302001","4 A Little Worse","4 A Little Worse",NA,NA,300,NA
"13534","244676329002","3 About The Same","5 Much Worse",NA,2500,2000,20000
"13535","244676329001","3 About The Same","5 Much Worse",NA,NA,2000,NA
"13536","244676313002","3 About The Same","4 A Little Worse",NA,NA,200,10000
"13537","244676313001","2 A Little Better","3 About The Same",NA,NA,1000,0
"13538","244676331001","3 About The Same","3 About The Same",NA,50,200,0
"13539","244676301001","6 I Do Not Know","6 I Do Not Know",NA,NA,3500,3500
"13540","244676301002","4 A Little Worse","5 Much Worse",NA,NA,600,1000
"13541","244676311001","5 Much Worse","5 Much Worse",NA,NA,NA,NA
"13542","244676217002","3 About The Same","5 Much Worse",NA,1500,1000,NA
"13543","244676217001","3 About The Same","5 Much Worse",NA,NA,NA,NA
"13544","244676230001",NA,NA,NA,NA,1500,0
"13545","244676230002",NA,NA,NA,NA,1500,0
"13546","244676216002","4 A Little Worse","4 A Little Worse",800,NA,0,0
"13547","244676216001","3 About The Same","3 About The Same",NA,800,NA,0
"13548","244676213001","3 About The Same","6 I Do Not Know",NA,NA,0,0
"13549","244676213002","3 About The Same","5 Much Worse",NA,NA,1000,0
"13550","244676227002",NA,NA,NA,NA,1000,0
"13551","244676227001",NA,NA,NA,NA,1000,NA
"13552","244676226001","5 Much Worse","5 Much Worse",0,NA,30,0
"13553","244676221002","3 About The Same","4 A Little Worse",NA,NA,0,0
"13554","244676221001","3 About The Same","5 Much Worse",NA,NA,0,0
"13555","244676202001","5 Much Worse","5 Much Worse",NA,NA,NA,NA
"13556","244676225002","4 A Little Worse","4 A Little Worse",NA,NA,0,0
"13557","244676225001","5 Much Worse","5 Much Worse",NA,NA,0,0
"13558","244676224001",NA,NA,NA,NA,NA,NA
"13559","244676206001","5 Much Worse","5 Much Worse",NA,NA,200,0
"13560","244676206002","5 Much Worse","5 Much Worse",NA,NA,NA,0
"13561","244676220001","5 Much Worse","5 Much Worse",NA,NA,0,0
"13562","244676220002","5 Much Worse","5 Much Worse",NA,NA,0,0
"13563","244676229001",NA,NA,NA,NA,1800,0
"13564","244676209001",NA,NA,NA,NA,NA,NA
"13565","244676209002","5 Much Worse","3 About The Same",NA,NA,1000,0
"13566","244676218002",NA,NA,NA,NA,NA,NA
"13567","244676218001","3 About The Same","3 About The Same",NA,NA,3000,0
"13568","244676204002","3 About The Same","5 Much Worse",NA,NA,320,0
"13569","244676204001","5 Much Worse","5 Much Worse",NA,NA,220,0
"13570","244676223001","5 Much Worse","5 Much Worse",NA,NA,300,0
"13571","244676223002","6 I Do Not Know","3 About The Same",NA,NA,300,0
"13572","244676201002","3 About The Same","5 Much Worse",NA,NA,300,0
"13573","244676201001","5 Much Worse","4 A Little Worse",NA,NA,600,0
"13574","244676231001",NA,NA,NA,NA,500,5000
"13575","244676231002",NA,NA,NA,NA,NA,NA
"13576","244676211001","5 Much Worse","6 I Do Not Know",NA,NA,300,0
"13577","244676211002","3 About The Same","3 About The Same",NA,NA,400,0
"13578","244676203001","4 A Little Worse","4 A Little Worse",NA,NA,500,0
"13579","244676228002",NA,NA,NA,NA,0,0
"13580","244676228001",NA,NA,NA,NA,NA,NA
"13581","244676210001","5 Much Worse","4 A Little Worse",NA,800,600,1000
"13582","244676210002","3 About The Same","3 About The Same",NA,NA,NA,0
"13583","244676207001","4 A Little Worse","5 Much Worse",NA,NA,0,0
"13584","244676207002","6 I Do Not Know","6 I Do Not Know",NA,NA,NA,NA
"13585","244676219001",NA,NA,NA,NA,NA,NA
"13586","244676208001","5 Much Worse","5 Much Worse",NA,NA,0,0
"13587","244676208002",NA,NA,NA,NA,NA,NA
"13588","244676214002","4 A Little Worse","4 A Little Worse",NA,NA,300,0
"13589","244676214001","4 A Little Worse","4 A Little Worse",NA,NA,0,0
"13590","244676205001","6 I Do Not Know","6 I Do Not Know",NA,NA,0,0
"13591","244676205002","5 Much Worse","4 A Little Worse",NA,NA,100,0
"13592","244676212001","3 About The Same","5 Much Worse",NA,NA,0,0
"13593","244676222001","4 A Little Worse","4 A Little Worse",NA,NA,1000,0
"13594","244676222002","4 A Little Worse","4 A Little Worse",NA,NA,NA,NA
"13595","242702119001","3 About The Same","3 About The Same",NA,NA,1000,0
"13596","242702116001","3 About The Same","3 About The Same",NA,NA,100,100
"13597","242702121001","3 About The Same","4 A Little Worse",NA,NA,0,0
"13598","242702106001",NA,NA,NA,NA,0,0
"13599","242702103001","5 Much Worse","5 Much Worse",NA,NA,350,0
"13600","242702103002","5 Much Worse","5 Much Worse",NA,NA,700,0
"13601","242702120002","3 About The Same","5 Much Worse",NA,NA,5000,0
"13602","242702120001","3 About The Same","5 Much Worse",NA,NA,200,NA
"13603","242702129001","3 About The Same","4 A Little Worse",NA,NA,4000,0
"13604","242702129002","2 A Little Better","3 About The Same",NA,NA,4000,0
"13605","242702125001","3 About The Same","4 A Little Worse",NA,NA,2000,0
"13606","242702125002","3 About The Same","4 A Little Worse",NA,NA,2000,0
"13607","242702118002","3 About The Same","3 About The Same",NA,NA,200,0
"13608","242702118001","3 About The Same","3 About The Same",NA,NA,100,0
"13609","242702131001",NA,NA,NA,NA,500,100
"13610","242702131002",NA,NA,NA,NA,1400,0
"13611","242702108001","4 A Little Worse","5 Much Worse",NA,NA,100,0
"13612","242702115002","2 A Little Better","3 About The Same",NA,NA,1000,NA
"13613","242702114001","3 About The Same","5 Much Worse",NA,NA,150,250
"13614","242702104001","3 About The Same","6 I Do Not Know",NA,NA,1000,0
"13615","242702124001","5 Much Worse","5 Much Worse",NA,NA,300,1000
"13616","242702101001","3 About The Same","5 Much Worse",NA,NA,1000,400
"13617","242702128001","5 Much Worse","3 About The Same",NA,NA,NA,0
"13618","242702128002","3 About The Same","4 A Little Worse",NA,NA,NA,NA
"13619","242702102002","3 About The Same","4 A Little Worse",NA,NA,500,0
"13620","242702102001",NA,NA,NA,NA,NA,NA
"13621","242702123001","4 A Little Worse","5 Much Worse",NA,NA,1000,1000
"13622","242702123002","4 A Little Worse","5 Much Worse",NA,NA,1000,1000
"13623","242702117001","3 About The Same","5 Much Worse",NA,NA,1000,0
"13624","242702117002","3 About The Same","5 Much Worse",NA,NA,1000,0
"13625","242702105001","2 A Little Better","2 A Little Better",NA,NA,450,0
"13626","242702105002",NA,NA,NA,NA,NA,NA
"13627","242702112001","4 A Little Worse","4 A Little Worse",NA,NA,100,0
"13628","242702112002","3 About The Same","5 Much Worse",NA,NA,NA,NA
"13629","242702113002","3 About The Same","2 A Little Better",10600,NA,900,0
"13630","242702113001",NA,NA,NA,NA,NA,NA
"13631","242702110001","3 About The Same",NA,NA,NA,500,0
"13632","242702110002","5 Much Worse","5 Much Worse",NA,NA,500,0
"13633","242702107001","3 About The Same","3 About The Same",NA,NA,100,0
"13634","242702107002","3 About The Same","3 About The Same",NA,NA,200,0
"13635","242702126001","4 A Little Worse","5 Much Worse",NA,NA,0,1000
"13636","242702132002",NA,NA,NA,NA,2000,2000
"13637","242702132001",NA,NA,NA,NA,500,0
"13638","242702127001","3 About The Same","3 About The Same",NA,NA,1000,0
"13639","242702130001",NA,NA,NA,NA,100,NA
"13640","242702111002","4 A Little Worse","5 Much Worse",NA,NA,0,0
"13641","242702111001",NA,NA,NA,NA,NA,NA
"13642","242702109001","1 Much Better","5 Much Worse",NA,NA,2000,0
"13643","242702210001","3 About The Same","5 Much Worse",NA,NA,500,0
"13644","242702218002","3 About The Same","5 Much Worse",NA,NA,250,350
"13645","242702218001","3 About The Same","5 Much Worse",NA,NA,250,350
"13646","242702212002","3 About The Same","4 A Little Worse",NA,NA,200,5000
"13647","242702212001","3 About The Same","3 About The Same",NA,NA,NA,0
"13648","242702204001",NA,NA,NA,NA,NA,NA
"13649","242702217001","3 About The Same","5 Much Worse",NA,NA,0,0
"13650","242702208001","4 A Little Worse","5 Much Worse",NA,NA,NA,NA
"13651","242702208002",NA,NA,NA,NA,2000,NA
"13652","242702203001","3 About The Same","4 A Little Worse",NA,NA,10000,0
"13653","242702203002",NA,NA,NA,NA,NA,NA
"13654","242702206001",NA,NA,NA,NA,NA,NA
"13655","242702206002","3 About The Same","4 A Little Worse",NA,NA,300,NA
"13656","242702221001","5 Much Worse","5 Much Worse",NA,NA,15,0
"13657","242702221002","3 About The Same","4 A Little Worse",NA,NA,0,0
"13658","242702211002","3 About The Same","5 Much Worse",NA,NA,0,0
"13659","242702211001","4 A Little Worse","4 A Little Worse",NA,NA,0,0
"13660","242702230002",NA,NA,NA,NA,200,0
"13661","242702230001",NA,NA,NA,NA,300,0
